season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,2024/01/01 09:50:00+00,Middleborough/Lakeville,1,71,0,71,9955
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,2024/01/01 10:00:00+00,Bridgewater,2,31,0,102,9959
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,2024/01/01 10:07:00+00,Campello,3,33,0,135,9963
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,2024/01/01 10:11:00+00,Brockton,4,50,2,183,9967
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,2024/01/01 10:14:00+00,Montello,5,50,1,232,9971
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,2024/01/01 10:19:00+00,Holbrook/Randolph,6,24,1,255,9975
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,2024/01/01 10:27:00+00,Braintree,7,18,4,269,9979
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,2024/01/01 10:32:00+00,Quincy Center,8,5,8,266,9983
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,2024/01/01 10:41:00+00,JFK/UMass,9,26,13,279,9987
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,2024/01/01 10:50:00+00,South Station,10,0,279,0,9991
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,2024/01/01 10:50:00+00,Middleborough/Lakeville,1,89,0,89,9994
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,2024/01/01 11:00:00+00,Bridgewater,2,57,1,145,9997
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,2024/01/02 03:17:00+00,Campello,3,0,0,7,10001
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,2024/01/02 03:21:00+00,Brockton,4,5,1,11,10002
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,2024/01/01 17:18:00+00,Quincy Center,3,4,5,39,10003
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,2024/01/02 03:24:00+00,Montello,5,2,1,12,10004
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,2024/01/01 16:45:00+00,Campello,3,7,1,41,10005
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,2024/01/01 23:27:00+00,Campello,3,3,1,22,10006
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,2024/01/01 15:15:00+00,Quincy Center,3,8,4,41,10007
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,2024/01/01 11:07:00+00,Campello,3,68,0,213,10008
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,2024/01/01 21:20:00+00,Quincy Center,3,17,37,637,10009
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,2024/01/02 03:29:00+00,Holbrook/Randolph,6,1,1,12,10010
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,2024/01/02 03:37:00+00,Braintree,7,0,0,12,10011
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,2024/01/02 03:42:00+00,Quincy Center,8,1,1,12,10012
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,2024/01/02 03:51:00+00,JFK/UMass,9,0,3,9,10013
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,2024/01/02 03:59:00+00,South Station,10,0,9,0,10014
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,2024/01/02 04:55:00+00,South Station,1,71,0,71,10015
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,2024/01/01 05:01:00+00,JFK/UMass,2,6,2,75,10016
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,2024/01/01 05:10:00+00,Quincy Center,3,1,2,74,10017
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,2024/01/01 05:15:00+00,Braintree,4,2,16,60,10018
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,2024/01/01 05:23:00+00,Holbrook/Randolph,5,0,4,56,10019
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,2024/01/01 05:28:00+00,Montello,6,0,12,44,10020
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,2024/01/01 05:31:00+00,Brockton,7,0,20,24,10021
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,2024/01/01 05:35:00+00,Campello,8,0,8,16,10022
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,2024/01/01 05:44:00+00,Bridgewater,9,0,8,8,10023
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,2024/01/01 05:56:00+00,Middleborough/Lakeville,10,0,8,0,10024
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,2024/01/01 10:30:00+00,Kingston,1,108,0,108,10025
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,2024/01/01 10:39:00+00,Halifax,2,16,0,124,10026
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,2024/01/01 10:44:00+00,Hanson,3,26,0,150,10027
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,2024/01/01 10:50:00+00,Whitman,4,41,0,191,10028
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,2024/01/01 10:54:00+00,Abington,5,55,2,244,10029
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,2024/01/01 10:59:00+00,South Weymouth,6,114,0,358,10030
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,2024/01/01 11:07:00+00,Braintree,7,27,2,383,10031
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,2024/01/01 11:12:00+00,Quincy Center,8,21,2,402,10032
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,2024/01/01 11:21:00+00,JFK/UMass,9,0,35,367,10033
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,2024/01/01 11:30:00+00,South Station,10,0,367,0,10034
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,2024/01/01 11:30:00+00,Kingston,1,140,0,140,10035
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,2024/01/01 11:39:00+00,Halifax,2,42,0,182,10036
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,2024/01/01 11:44:00+00,Hanson,3,65,0,247,10037
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,2024/01/01 11:50:00+00,Whitman,4,71,0,318,10038
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,2024/01/01 11:54:00+00,Abington,5,107,0,425,10039
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,2024/01/01 11:59:00+00,South Weymouth,6,113,0,538,10040
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,2024/01/01 12:07:00+00,Braintree,7,60,1,597,10041
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,2024/01/01 12:12:00+00,Quincy Center,8,58,5,650,10042
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,2024/01/01 12:21:00+00,JFK/UMass,9,15,73,592,10043
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,2024/01/01 12:30:00+00,South Station,10,0,592,0,10044
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,2024/01/01 13:25:00+00,South Station,1,28,0,28,10045
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,2024/01/01 13:31:00+00,JFK/UMass,2,3,6,25,10046
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,2024/01/01 17:23:00+00,Braintree,4,3,3,39,10047
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,2024/01/01 13:40:00+00,Quincy Center,3,3,8,20,10048
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,2024/01/01 13:45:00+00,Braintree,4,1,4,17,10049
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,2024/01/01 13:52:00+00,South Weymouth,5,0,3,14,10050
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,2024/01/01 14:07:00+00,Abington,6,0,3,11,10051
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,2024/01/01 14:11:00+00,Whitman,7,0,3,8,10052
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,2024/01/01 14:17:00+00,Hanson,8,0,0,8,10053
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,2024/01/01 14:22:00+00,Halifax,9,0,0,8,10054
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,2024/01/01 14:34:00+00,Kingston,10,0,8,0,10055
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,2024/01/01 12:25:00+00,Kingston,1,243,0,243,10056
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,2024/01/01 12:34:00+00,Halifax,2,54,0,297,10057
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,2024/01/01 12:39:00+00,Hanson,3,67,0,364,10058
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,2024/01/01 17:30:00+00,South Weymouth,5,0,6,33,10059
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,2024/01/01 12:45:00+00,Whitman,4,65,0,429,10060
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,2024/01/01 12:49:00+00,Abington,5,115,0,544,10061
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,2024/01/01 23:31:00+00,Brockton,4,10,4,28,10062
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,2024/01/01 17:35:00+00,Abington,6,0,5,28,10063
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,2024/01/01 16:49:00+00,Brockton,4,23,5,59,10064
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,2024/01/01 21:25:00+00,Braintree,4,18,35,620,10065
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,2024/01/01 11:11:00+00,Brockton,4,85,3,295,10066
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,2024/01/01 16:52:00+00,Montello,5,9,2,66,10067
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,2024/01/01 17:39:00+00,Whitman,7,0,5,23,10068
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,2024/01/01 12:54:00+00,South Weymouth,6,136,0,680,10069
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,2024/01/01 23:34:00+00,Montello,5,6,3,31,10070
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,2024/01/01 17:45:00+00,Hanson,8,0,5,18,10071
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,2024/01/01 23:39:00+00,Holbrook/Randolph,6,6,7,30,10072
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,2024/01/01 15:20:00+00,Braintree,4,2,1,42,10073
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,2024/01/01 21:33:00+00,Holbrook/Randolph,5,5,103,522,10074
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,2024/01/01 17:50:00+00,Halifax,9,0,1,17,10075
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,2024/01/01 11:14:00+00,Montello,5,100,0,395,10076
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,2024/01/01 16:57:00+00,Holbrook/Randolph,6,8,0,74,10077
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,2024/01/01 23:47:00+00,Braintree,7,4,1,33,10078
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,2024/01/01 15:28:00+00,Holbrook/Randolph,5,2,1,43,10079
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,2024/01/01 13:02:00+00,Braintree,7,67,0,747,10080
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,2024/01/01 21:38:00+00,Montello,6,2,90,434,10081
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,2024/01/01 18:02:00+00,Kingston,10,0,16,1,10082
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,2024/01/01 11:19:00+00,Holbrook/Randolph,6,66,1,460,10083
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,2024/01/01 17:05:00+00,Braintree,7,11,7,78,10084
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,2024/01/01 23:52:00+00,Quincy Center,8,2,8,27,10085
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,2024/01/01 15:33:00+00,Montello,6,4,4,43,10086
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,2024/01/01 13:07:00+00,Quincy Center,8,64,3,808,10087
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,2024/01/01 21:42:00+00,Brockton,7,2,103,333,10088
Fall 2024,CR-Kingston,Kingston Line,50,1,day_type_01,weekday,2024/01/01 16:07:00+00,Kingston,1,27,0,27,10089
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,2024/01/01 11:27:00+00,Braintree,7,30,5,485,10090
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,2024/01/01 17:10:00+00,Quincy Center,8,8,5,81,10091
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,2024/01/01 17:19:00+00,JFK/UMass,9,11,14,78,10092
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,2024/01/01 17:27:00+00,South Station,10,0,78,0,10093
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,15,0,day_type_01,weekday,2024/01/01 18:45:00+00,South Station,1,88,0,88,10094
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,15,0,day_type_01,weekday,2024/01/01 18:51:00+00,JFK/UMass,2,31,1,118,10095
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,15,0,day_type_01,weekday,2024/01/01 19:00:00+00,Quincy Center,3,13,6,125,10096
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,15,0,day_type_01,weekday,2024/01/01 19:05:00+00,Braintree,4,6,6,125,10097
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,15,0,day_type_01,weekday,2024/01/01 19:13:00+00,Holbrook/Randolph,5,3,15,113,10098
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,15,0,day_type_01,weekday,2024/01/01 19:18:00+00,Montello,6,3,23,93,10099
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,15,0,day_type_01,weekday,2024/01/01 19:21:00+00,Brockton,7,1,35,59,10100
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,15,0,day_type_01,weekday,2024/01/01 19:25:00+00,Campello,8,0,19,40,10101
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,15,0,day_type_01,weekday,2024/01/01 19:34:00+00,Bridgewater,9,3,24,19,10102
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,15,0,day_type_01,weekday,2024/01/01 19:48:00+00,Middleborough/Lakeville,10,0,17,2,10103
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,16,1,day_type_01,weekday,2024/01/01 17:43:00+00,Middleborough/Lakeville,1,7,0,7,10104
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,16,1,day_type_01,weekday,2024/01/01 17:53:00+00,Bridgewater,2,23,0,30,10105
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,16,1,day_type_01,weekday,2024/01/01 18:00:00+00,Campello,3,16,2,44,10106
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,16,1,day_type_01,weekday,2024/01/01 18:04:00+00,Brockton,4,40,6,78,10107
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,16,1,day_type_01,weekday,2024/01/01 18:07:00+00,Montello,5,12,1,89,10108
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,16,1,day_type_01,weekday,2024/01/01 18:12:00+00,Holbrook/Randolph,6,7,5,91,10109
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,16,1,day_type_01,weekday,2024/01/01 18:20:00+00,Braintree,7,2,3,90,10110
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,16,1,day_type_01,weekday,2024/01/01 18:25:00+00,Quincy Center,8,3,11,82,10111
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,16,1,day_type_01,weekday,2024/01/01 18:34:00+00,JFK/UMass,9,2,15,69,10112
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,16,1,day_type_01,weekday,2024/01/01 18:42:00+00,South Station,10,0,69,0,10113
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,17,0,day_type_01,weekday,2024/01/01 20:00:00+00,South Station,1,227,0,227,10114
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,17,0,day_type_01,weekday,2024/01/01 20:06:00+00,JFK/UMass,2,66,3,290,10115
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,17,0,day_type_01,weekday,2024/01/01 20:15:00+00,Quincy Center,3,24,25,289,10116
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,17,0,day_type_01,weekday,2024/01/01 20:20:00+00,Braintree,4,11,29,271,10117
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,17,0,day_type_01,weekday,2024/01/01 20:28:00+00,Holbrook/Randolph,5,1,33,239,10118
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,17,0,day_type_01,weekday,2024/01/01 20:33:00+00,Montello,6,0,30,209,10119
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,17,0,day_type_01,weekday,2024/01/01 20:37:00+00,Brockton,7,3,62,150,10120
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,17,0,day_type_01,weekday,2024/01/01 20:41:00+00,Campello,8,1,33,118,10121
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,17,0,day_type_01,weekday,2024/01/01 20:50:00+00,Bridgewater,9,5,47,76,10122
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,17,0,day_type_01,weekday,2024/01/01 21:07:00+00,Middleborough/Lakeville,10,0,76,0,10123
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,18,1,day_type_01,weekday,2024/01/01 18:58:00+00,Middleborough/Lakeville,1,15,0,15,10124
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,18,1,day_type_01,weekday,2024/01/01 19:08:00+00,Bridgewater,2,19,0,34,10125
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,18,1,day_type_01,weekday,2024/01/01 19:15:00+00,Campello,3,5,1,38,10126
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,18,1,day_type_01,weekday,2024/01/01 19:19:00+00,Brockton,4,17,4,51,10127
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,18,1,day_type_01,weekday,2024/01/01 19:22:00+00,Montello,5,5,2,54,10128
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,18,1,day_type_01,weekday,2024/01/01 19:27:00+00,Holbrook/Randolph,6,7,5,56,10129
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,18,1,day_type_01,weekday,2024/01/01 19:35:00+00,Braintree,7,0,2,54,10130
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,18,1,day_type_01,weekday,2024/01/01 19:40:00+00,Quincy Center,8,5,1,58,10131
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,18,1,day_type_01,weekday,2024/01/01 19:49:00+00,JFK/UMass,9,10,9,59,10132
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,18,1,day_type_01,weekday,2024/01/01 19:57:00+00,South Station,10,0,59,0,10133
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,2024/01/01 21:05:00+00,South Station,1,605,0,605,10134
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,2024/01/01 21:11:00+00,JFK/UMass,2,63,11,657,10135
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,2024/01/02 00:01:00+00,JFK/UMass,9,2,12,17,10136
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,2024/01/01 11:32:00+00,Quincy Center,8,31,14,502,10137
Fall 2024,CR-Kingston,Kingston Line,50,1,day_type_01,weekday,2024/01/01 16:16:00+00,Halifax,2,3,0,30,10138
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,2024/01/01 15:36:00+00,Brockton,7,7,14,36,10139
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,2024/01/01 21:46:00+00,Campello,8,0,58,275,10140
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,2024/01/01 13:16:00+00,JFK/UMass,9,29,66,771,10141
Fall 2024,CR-Kingston,Kingston Line,50,1,day_type_01,weekday,2024/01/01 16:21:00+00,Hanson,3,3,0,33,10142
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,2024/01/01 21:55:00+00,Bridgewater,9,0,96,179,10143
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,2024/01/02 00:10:00+00,South Station,10,0,17,0,10144
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,2024/01/01 13:28:00+00,South Station,10,0,771,0,10145
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,2024/01/01 11:41:00+00,JFK/UMass,9,10,66,446,10146
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,2024/01/01 15:40:00+00,Campello,8,0,3,33,10147
Fall 2024,CR-Kingston,Kingston Line,50,1,day_type_01,weekday,2024/01/01 16:31:00+00,Whitman,4,3,1,35,10148
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,2024/01/01 22:10:00+00,Middleborough/Lakeville,10,0,179,0,10149
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,2024/01/02 00:05:00+00,South Station,1,162,0,162,10150
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,2024/01/01 14:33:00+00,South Station,1,13,0,13,10151
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,2024/01/01 11:50:00+00,South Station,10,0,446,0,10152
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,2024/01/01 15:49:00+00,Bridgewater,9,0,27,6,10153
Fall 2024,CR-Kingston,Kingston Line,50,1,day_type_01,weekday,2024/01/01 16:35:00+00,Abington,5,8,0,43,10154
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,20,1,day_type_01,weekday,2024/01/01 20:13:00+00,Middleborough/Lakeville,1,7,0,7,10155
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,2024/01/02 00:11:00+00,JFK/UMass,2,23,3,182,10156
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,2024/01/01 14:39:00+00,JFK/UMass,2,0,9,4,10157
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,5,0,day_type_01,weekday,2024/01/01 12:25:00+00,South Station,1,63,0,63,10158
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,2024/01/01 16:01:00+00,Middleborough/Lakeville,10,0,6,0,10159
Fall 2024,CR-Kingston,Kingston Line,50,1,day_type_01,weekday,2024/01/01 16:40:00+00,South Weymouth,6,8,0,51,10160
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,20,1,day_type_01,weekday,2024/01/01 20:23:00+00,Bridgewater,2,31,2,36,10161
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,2024/01/02 00:20:00+00,Quincy Center,3,1,15,168,10162
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,2024/01/01 14:48:00+00,Quincy Center,3,1,0,5,10163
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,2024/01/01 14:53:00+00,Braintree,4,0,2,3,10164
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,2024/01/01 15:00:00+00,South Weymouth,5,0,0,3,10165
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,2024/01/01 15:05:00+00,Abington,6,1,1,3,10166
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,2024/01/01 15:09:00+00,Whitman,7,0,1,2,10167
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,2024/01/01 15:15:00+00,Hanson,8,0,0,2,10168
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,2024/01/01 15:20:00+00,Halifax,9,0,1,1,10169
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,2024/01/01 15:32:00+00,Kingston,10,0,1,0,10170
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,2024/01/01 13:37:00+00,Kingston,1,61,0,61,10171
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,2024/01/01 13:46:00+00,Halifax,2,13,0,74,10172
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,2024/01/01 13:51:00+00,Hanson,3,9,0,83,10173
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,2024/01/01 13:57:00+00,Whitman,4,25,0,108,10174
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,2024/01/01 14:01:00+00,Abington,5,51,0,159,10175
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,2024/01/01 14:06:00+00,South Weymouth,6,91,0,250,10176
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,2024/01/01 14:14:00+00,Braintree,7,11,0,261,10177
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,2024/01/01 14:19:00+00,Quincy Center,8,35,7,289,10178
