season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
Fall 2024,CR-Worcester,Framingham/Worcester Line,537,0,day_type_01,weekday,2024/01/02 03:10:00+00,Westborough,16,1,11,32,13295
Fall 2024,CR-Worcester,Framingham/Worcester Line,583,0,day_type_01,weekday,2024/01/01 11:38:00+00,West Newton,6,0,0,16,13296
Fall 2024,CR-Needham,Needham Line,606,1,day_type_01,weekday,2024/01/01 13:40:00+00,Ruggles,10,3,90,809,13297
Fall 2024,CR-Worcester,Framingham/Worcester Line,595,0,day_type_01,weekday,2024/01/01 22:24:00+00,Auburndale,7,2,67,336,13298
Fall 2024,CR-Worcester,Framingham/Worcester Line,539,0,day_type_01,weekday,2024/01/02 04:10:00+00,Westborough,16,1,5,25,13299
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 01:21:00+00,Southborough,4,1,0,30,13300
Fall 2024,CR-Worcester,Framingham/Worcester Line,583,0,day_type_01,weekday,2024/01/01 11:41:00+00,Auburndale,7,3,0,19,13301
Fall 2024,CR-Needham,Needham Line,606,1,day_type_01,weekday,2024/01/01 13:44:00+00,Back Bay,11,12,269,552,13302
Fall 2024,CR-Worcester,Framingham/Worcester Line,539,0,day_type_01,weekday,2024/01/02 04:15:00+00,Grafton,17,0,5,20,13303
Fall 2024,CR-Worcester,Framingham/Worcester Line,591,0,day_type_01,weekday,2024/01/01 21:00:00+00,Wellesley Hills,9,4,11,170,13304
Fall 2024,CR-Worcester,Framingham/Worcester Line,537,0,day_type_01,weekday,2024/01/02 03:15:00+00,Grafton,17,0,12,20,13305
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 01:25:00+00,Ashland,5,0,0,30,13306
Fall 2024,CR-Worcester,Framingham/Worcester Line,583,0,day_type_01,weekday,2024/01/01 11:46:00+00,Wellesley Farms,8,0,0,19,13307
Fall 2024,CR-Worcester,Framingham/Worcester Line,595,0,day_type_01,weekday,2024/01/01 22:29:00+00,Wellesley Farms,8,1,79,258,13308
Fall 2024,CR-Needham,Needham Line,606,1,day_type_01,weekday,2024/01/01 13:50:00+00,South Station,12,0,552,0,13309
Fall 2024,CR-Worcester,Framingham/Worcester Line,539,0,day_type_01,weekday,2024/01/02 04:34:00+00,Worcester,18,0,20,0,13310
Fall 2024,CR-Worcester,Framingham/Worcester Line,591,0,day_type_01,weekday,2024/01/01 21:03:00+00,Wellesley Square,10,5,30,145,13311
Fall 2024,CR-Worcester,Framingham/Worcester Line,537,0,day_type_01,weekday,2024/01/02 03:34:00+00,Worcester,18,0,20,0,13312
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 01:35:00+00,Framingham,6,8,3,35,13313
Fall 2024,CR-Worcester,Framingham/Worcester Line,583,0,day_type_01,weekday,2024/01/01 11:48:00+00,Wellesley Hills,9,0,2,17,13314
Fall 2024,CR-Worcester,Framingham/Worcester Line,595,0,day_type_01,weekday,2024/01/01 22:32:00+00,Wellesley Hills,9,3,63,198,13315
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 13:50:00+00,South Station,1,9,0,9,13316
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/02 04:45:00+00,South Station,1,28,0,28,13317
Fall 2024,CR-Worcester,Framingham/Worcester Line,591,0,day_type_01,weekday,2024/01/01 21:07:00+00,Natick Center,11,4,40,109,13318
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 03:50:00+00,Worcester,1,13,0,13,13319
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 01:40:00+00,West Natick,7,2,0,37,13320
Fall 2024,CR-Worcester,Framingham/Worcester Line,583,0,day_type_01,weekday,2024/01/01 11:51:00+00,Wellesley Square,10,1,8,10,13321
Fall 2024,CR-Worcester,Framingham/Worcester Line,595,0,day_type_01,weekday,2024/01/01 22:36:00+00,Wellesley Square,10,2,84,116,13322
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 13:55:00+00,Back Bay,2,7,1,15,13323
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/02 04:51:00+00,Back Bay,2,9,1,36,13324
Fall 2024,CR-Worcester,Framingham/Worcester Line,591,0,day_type_01,weekday,2024/01/01 21:12:00+00,West Natick,12,0,37,72,13325
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:03:00+00,Grafton,2,0,1,12,13326
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 01:45:00+00,Natick Center,8,0,1,36,13327
Fall 2024,CR-Worcester,Framingham/Worcester Line,583,0,day_type_01,weekday,2024/01/01 11:55:00+00,Natick Center,11,5,2,13,13328
Fall 2024,CR-Worcester,Framingham/Worcester Line,595,0,day_type_01,weekday,2024/01/01 22:41:00+00,Natick Center,11,2,63,55,13329
Fall 2024,CR-Worcester,Framingham/Worcester Line,595,0,day_type_01,weekday,2024/01/01 22:46:00+00,West Natick,12,0,31,24,13330
Fall 2024,CR-Worcester,Framingham/Worcester Line,595,0,day_type_01,weekday,2024/01/01 22:54:00+00,Framingham,13,0,24,0,13331
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 22:45:00+00,South Station,1,372,0,372,13332
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 22:51:00+00,Back Bay,2,120,25,467,13333
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 22:56:00+00,Lansdowne,3,59,18,508,13334
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 23:01:00+00,Boston Landing,4,58,81,485,13335
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 23:06:00+00,Newtonville,5,3,107,381,13336
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 23:10:00+00,West Newton,6,4,55,330,13337
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 23:13:00+00,Auburndale,7,0,35,295,13338
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 23:17:00+00,Wellesley Farms,8,0,47,248,13339
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 23:20:00+00,Wellesley Hills,9,4,48,204,13340
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 23:23:00+00,Wellesley Square,10,2,89,117,13341
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 23:27:00+00,Natick Center,11,3,57,63,13342
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 23:32:00+00,West Natick,12,1,24,40,13343
Fall 2024,CR-Worcester,Framingham/Worcester Line,597,0,day_type_01,weekday,2024/01/01 23:40:00+00,Framingham,13,0,40,0,13344
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/01 23:55:00+00,Framingham,1,8,0,8,13345
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:00:00+00,West Natick,2,3,0,11,13346
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:05:00+00,Natick Center,3,2,1,12,13347
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:09:00+00,Wellesley Square,4,5,0,17,13348
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:12:00+00,Wellesley Hills,5,9,0,26,13349
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:15:00+00,Wellesley Farms,6,2,0,28,13350
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:20:00+00,Auburndale,7,3,0,31,13351
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:23:00+00,West Newton,8,2,0,33,13352
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:26:00+00,Newtonville,9,3,6,30,13353
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:31:00+00,Boston Landing,10,13,7,36,13354
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:36:00+00,Lansdowne,11,0,7,29,13355
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:42:00+00,Back Bay,12,0,20,9,13356
Fall 2024,CR-Worcester,Framingham/Worcester Line,598,1,day_type_01,weekday,2024/01/02 00:48:00+00,South Station,13,0,9,0,13357
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:05:00+00,Needham Heights,1,3,0,3,13358
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:09:00+00,Needham Center,2,0,0,3,13359
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:13:00+00,Needham Junction,3,2,0,5,13360
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:16:00+00,Hersey,4,2,0,7,13361
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:21:00+00,West Roxbury,5,4,0,11,13362
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:23:00+00,Highland,6,6,0,17,13363
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:25:00+00,Bellevue,7,4,0,21,13364
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:28:00+00,Roslindale Village,8,9,0,30,13365
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:31:00+00,Forest Hills,9,8,1,37,13366
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:37:00+00,Ruggles,10,0,5,32,13367
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:41:00+00,Back Bay,11,0,6,26,13368
Fall 2024,CR-Needham,Needham Line,600,1,day_type_01,weekday,2024/01/01 10:47:00+00,South Station,12,0,26,0,13369
Fall 2024,CR-Needham,Needham Line,602,1,day_type_01,weekday,2024/01/01 11:05:00+00,Needham Heights,1,11,0,11,13370
Fall 2024,CR-Needham,Needham Line,602,1,day_type_01,weekday,2024/01/01 11:09:00+00,Needham Center,2,10,0,21,13371
Fall 2024,CR-Needham,Needham Line,602,1,day_type_01,weekday,2024/01/01 11:13:00+00,Needham Junction,3,22,0,43,13372
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/02 04:56:00+00,Lansdowne,3,16,0,52,13373
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 01:49:00+00,Wellesley Square,9,10,0,46,13374
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 13:58:00+00,Ruggles,3,3,3,15,13375
Fall 2024,CR-Worcester,Framingham/Worcester Line,591,0,day_type_01,weekday,2024/01/01 21:19:00+00,Framingham,13,0,72,0,13376
Fall 2024,CR-Worcester,Framingham/Worcester Line,583,0,day_type_01,weekday,2024/01/01 12:00:00+00,West Natick,12,0,1,12,13377
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:07:00+00,Westborough,3,0,1,11,13378
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 14:03:00+00,Forest Hills,4,1,4,12,13379
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 01:52:00+00,Wellesley Hills,10,5,1,50,13380
Fall 2024,CR-Worcester,Framingham/Worcester Line,592,1,day_type_01,weekday,2024/01/01 21:40:00+00,Framingham,1,8,0,8,13381
Fall 2024,CR-Worcester,Framingham/Worcester Line,583,0,day_type_01,weekday,2024/01/01 12:07:00+00,Framingham,13,0,12,0,13382
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:01:00+00,Boston Landing,4,4,6,50,13383
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:16:00+00,Southborough,4,0,0,11,13384
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 14:06:00+00,Roslindale Village,5,3,2,13,13385
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 01:55:00+00,Wellesley Farms,11,1,0,51,13386
Fall 2024,CR-Worcester,Framingham/Worcester Line,592,1,day_type_01,weekday,2024/01/01 21:45:00+00,West Natick,2,13,1,20,13387
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 12:25:00+00,Framingham,1,46,0,46,13388
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:06:00+00,Newtonville,5,0,3,47,13389
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:20:00+00,Ashland,5,1,0,12,13390
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 14:09:00+00,Bellevue,6,0,2,11,13391
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 02:00:00+00,Auburndale,12,1,0,52,13392
Fall 2024,CR-Worcester,Framingham/Worcester Line,592,1,day_type_01,weekday,2024/01/01 21:50:00+00,Natick Center,3,26,2,44,13393
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 12:30:00+00,West Natick,2,37,0,83,13394
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:09:00+00,West Newton,6,1,1,47,13395
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:30:00+00,Framingham,6,1,3,10,13396
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 14:11:00+00,Highland,7,0,1,10,13397
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 02:03:00+00,West Newton,13,0,0,52,13398
Fall 2024,CR-Worcester,Framingham/Worcester Line,592,1,day_type_01,weekday,2024/01/01 21:54:00+00,Wellesley Square,4,24,1,67,13399
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 12:35:00+00,Natick Center,3,113,4,192,13400
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:12:00+00,Auburndale,7,0,2,45,13401
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:35:00+00,West Natick,7,0,1,9,13402
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 14:13:00+00,West Roxbury,8,0,1,9,13403
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 02:06:00+00,Newtonville,14,1,1,52,13404
Fall 2024,CR-Worcester,Framingham/Worcester Line,592,1,day_type_01,weekday,2024/01/01 21:57:00+00,Wellesley Hills,5,12,1,78,13405
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 12:40:00+00,Wellesley Square,4,102,2,292,13406
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 12:44:00+00,Wellesley Hills,5,78,3,367,13407
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 12:47:00+00,Wellesley Farms,6,96,1,462,13408
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 12:52:00+00,Auburndale,7,44,4,502,13409
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 12:55:00+00,West Newton,8,78,1,579,13410
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 12:59:00+00,Newtonville,9,122,6,695,13411
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 13:04:00+00,Boston Landing,10,114,11,798,13412
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 13:09:00+00,Lansdowne,11,72,84,786,13413
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 13:17:00+00,Back Bay,12,11,129,668,13414
Fall 2024,CR-Worcester,Framingham/Worcester Line,584,1,day_type_01,weekday,2024/01/01 13:23:00+00,South Station,13,0,668,0,13415
Fall 2024,CR-Worcester,Framingham/Worcester Line,585,0,day_type_01,weekday,2024/01/01 12:10:00+00,South Station,1,73,0,73,13416
Fall 2024,CR-Worcester,Framingham/Worcester Line,585,0,day_type_01,weekday,2024/01/01 12:16:00+00,Back Bay,2,35,30,78,13417
Fall 2024,CR-Worcester,Framingham/Worcester Line,585,0,day_type_01,weekday,2024/01/01 12:21:00+00,Lansdowne,3,8,14,72,13418
Fall 2024,CR-Worcester,Framingham/Worcester Line,585,0,day_type_01,weekday,2024/01/01 12:26:00+00,Boston Landing,4,13,10,75,13419
Fall 2024,CR-Worcester,Framingham/Worcester Line,585,0,day_type_01,weekday,2024/01/01 12:36:00+00,Wellesley Farms,5,1,3,73,13420
Fall 2024,CR-Worcester,Framingham/Worcester Line,585,0,day_type_01,weekday,2024/01/01 12:38:00+00,Wellesley Hills,6,0,10,63,13421
Fall 2024,CR-Worcester,Framingham/Worcester Line,585,0,day_type_01,weekday,2024/01/01 12:41:00+00,Wellesley Square,7,0,21,42,13422
Fall 2024,CR-Worcester,Framingham/Worcester Line,585,0,day_type_01,weekday,2024/01/01 12:45:00+00,Natick Center,8,2,21,23,13423
Fall 2024,CR-Worcester,Framingham/Worcester Line,585,0,day_type_01,weekday,2024/01/01 12:50:00+00,West Natick,9,2,6,19,13424
Fall 2024,CR-Worcester,Framingham/Worcester Line,585,0,day_type_01,weekday,2024/01/01 12:57:00+00,Framingham,10,0,19,0,13425
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:15:00+00,Framingham,1,34,0,34,13426
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:20:00+00,West Natick,2,49,0,83,13427
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:25:00+00,Natick Center,3,56,1,138,13428
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:29:00+00,Wellesley Square,4,65,2,201,13429
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:33:00+00,Wellesley Hills,5,43,3,241,13430
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:36:00+00,Wellesley Farms,6,44,2,283,13431
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:41:00+00,Auburndale,7,31,0,314,13432
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:44:00+00,West Newton,8,43,4,353,13433
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:48:00+00,Newtonville,9,78,4,427,13434
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:53:00+00,Boston Landing,10,118,11,534,13435
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 13:58:00+00,Lansdowne,11,0,0,534,13436
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 14:05:00+00,Back Bay,12,1,149,386,13437
Fall 2024,CR-Worcester,Framingham/Worcester Line,586,1,day_type_01,weekday,2024/01/01 14:11:00+00,South Station,13,0,386,0,13438
Fall 2024,CR-Worcester,Framingham/Worcester Line,591,0,day_type_01,weekday,2024/01/01 20:25:00+00,South Station,1,128,0,128,13439
Fall 2024,CR-Worcester,Framingham/Worcester Line,591,0,day_type_01,weekday,2024/01/01 20:31:00+00,Back Bay,2,99,7,220,13440
Fall 2024,CR-Worcester,Framingham/Worcester Line,591,0,day_type_01,weekday,2024/01/01 20:36:00+00,Lansdowne,3,45,1,264,13441
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:16:00+00,Wellesley Farms,8,0,0,45,13442
Fall 2024,CR-Worcester,Framingham/Worcester Line,592,1,day_type_01,weekday,2024/01/01 22:00:00+00,Wellesley Farms,6,3,1,80,13443
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 14:23:00+00,Hersey,9,0,1,8,13444
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:40:00+00,Natick Center,8,0,0,9,13445
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:18:00+00,Wellesley Hills,9,0,1,44,13446
Fall 2024,CR-Worcester,Framingham/Worcester Line,592,1,day_type_01,weekday,2024/01/01 22:11:00+00,Boston Landing,7,39,17,102,13447
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 14:26:00+00,Needham Junction,10,0,2,6,13448
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 02:11:00+00,Boston Landing,15,5,6,51,13449
Fall 2024,CR-Worcester,Framingham/Worcester Line,592,1,day_type_01,weekday,2024/01/01 22:16:00+00,Lansdowne,8,21,13,110,13450
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:44:00+00,Wellesley Square,9,1,0,10,13451
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:21:00+00,Wellesley Square,10,0,3,41,13452
Fall 2024,CR-Worcester,Framingham/Worcester Line,592,1,day_type_01,weekday,2024/01/01 22:23:00+00,Back Bay,9,20,71,59,13453
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 02:16:00+00,Lansdowne,16,2,5,48,13454
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:47:00+00,Wellesley Hills,10,0,0,10,13455
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:25:00+00,Natick Center,11,0,3,38,13456
Fall 2024,CR-Worcester,Framingham/Worcester Line,592,1,day_type_01,weekday,2024/01/01 22:29:00+00,South Station,10,0,59,0,13457
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 02:25:00+00,Back Bay,17,1,14,35,13458
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:50:00+00,Wellesley Farms,11,0,0,10,13459
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:30:00+00,West Natick,12,0,0,38,13460
Fall 2024,CR-Worcester,Framingham/Worcester Line,593,0,day_type_01,weekday,2024/01/01 21:10:00+00,South Station,1,379,0,379,13461
Fall 2024,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2024/01/02 02:30:00+00,South Station,18,0,35,0,13462
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/02 04:59:00+00,Boston Landing,12,0,1,9,13463
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:35:00+00,Framingham,13,1,11,28,13464
Fall 2024,CR-Worcester,Framingham/Worcester Line,593,0,day_type_01,weekday,2024/01/01 21:16:00+00,Back Bay,2,112,1,490,13465
Fall 2024,CR-Worcester,Framingham/Worcester Line,535,0,day_type_01,weekday,2024/01/02 00:35:00+00,South Station,1,97,0,97,13466
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/01 05:04:00+00,Lansdowne,13,0,1,8,13467
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:41:00+00,Ashland,14,0,1,27,13468
Fall 2024,CR-Worcester,Framingham/Worcester Line,593,0,day_type_01,weekday,2024/01/01 21:21:00+00,Lansdowne,3,63,9,544,13469
Fall 2024,CR-Worcester,Framingham/Worcester Line,535,0,day_type_01,weekday,2024/01/02 00:41:00+00,Back Bay,2,85,2,180,13470
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/01 05:12:00+00,Back Bay,14,0,4,4,13471
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:46:00+00,Southborough,15,1,3,25,13472
Fall 2024,CR-Worcester,Framingham/Worcester Line,593,0,day_type_01,weekday,2024/01/01 21:26:00+00,Boston Landing,4,15,37,522,13473
Fall 2024,CR-Worcester,Framingham/Worcester Line,535,0,day_type_01,weekday,2024/01/02 00:46:00+00,Lansdowne,3,24,5,199,13474
Fall 2024,CR-Worcester,Framingham/Worcester Line,538,1,day_type_01,weekday,2024/01/01 05:18:00+00,South Station,15,0,4,0,13475
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 05:55:00+00,Westborough,16,0,3,22,13476
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 14:29:00+00,Needham Center,11,0,2,4,13477
Fall 2024,CR-Worcester,Framingham/Worcester Line,593,0,day_type_01,weekday,2024/01/01 21:31:00+00,Newtonville,5,6,97,431,13478
Fall 2024,CR-Worcester,Framingham/Worcester Line,535,0,day_type_01,weekday,2024/01/02 00:51:00+00,Boston Landing,4,4,40,163,13479
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 06:00:00+00,Grafton,17,0,2,20,13480
Fall 2024,CR-Worcester,Framingham/Worcester Line,539,0,day_type_01,weekday,2024/01/02 03:00:00+00,South Station,1,35,0,35,13481
Fall 2024,CR-Needham,Needham Line,607,0,day_type_01,weekday,2024/01/01 14:35:00+00,Needham Heights,12,0,5,-1,13482
Fall 2024,CR-Worcester,Framingham/Worcester Line,593,0,day_type_01,weekday,2024/01/01 21:35:00+00,West Newton,6,3,48,386,13483
Fall 2024,CR-Worcester,Framingham/Worcester Line,535,0,day_type_01,weekday,2024/01/02 00:56:00+00,Newtonville,5,3,11,155,13484
Fall 2024,CR-Worcester,Framingham/Worcester Line,541,0,day_type_01,weekday,2024/01/01 06:19:00+00,Worcester,18,0,20,0,13485
Fall 2024,CR-Worcester,Framingham/Worcester Line,539,0,day_type_01,weekday,2024/01/02 03:06:00+00,Back Bay,2,35,2,68,13486
Fall 2024,CR-Needham,Needham Line,608,1,day_type_01,weekday,2024/01/01 14:05:00+00,Needham Heights,1,16,0,16,13487
